customer_id,age,region,customer_type,total_purchases,total_spent,avg_purchase_value,satisfaction_score,account_status,referral_source
4994,42,Southeast,Bronze,78,2730.53,228.81,1.3,Active,Referral
4995,54,Midwest,Silver,23,7381.57,112.65,2.0,Suspended,Referral
4996,18,Northeast,Platinum,4,8944.04,452.68,2.8,Active,Online
4997,32,Southeast,Bronze,50,6896.03,443.82,3.2,Inactive,Social Media
4998,54,West,Silver,37,7919.33,382.21,3.1,Active,Online
4999,30,Southwest,Platinum,28,2824.97,206.46,4.9,Active,Store
5000,57,Southeast,Bronze,45,2887.75,191.47,4.1,Active,Referral
5001,25,West,Gold,51,8641.24,361.07,1.5,Active,Referral
5002,22,Southeast,Bronze,45,6148.63,307.98,2.2,Active,Online
5003,77,Southeast,Gold,74,2341.63,304.29,2.4,Active,Store
5004,26,Midwest,Platinum,67,5241.62,70.81,2.3,Active,Online
5005,80,Northeast,Bronze,58,6858.6,312.96,4.1,Active,Social Media
5006,18,Southwest,Gold,9,2185.49,451.91,2.4,Active,Online
5007,53,West,Platinum,97,6549.06,52.05,3.0,Inactive,Online
5008,52,Southeast,Platinum,3,421.45,176.19,3.1,Active,Referral
5009,19,Southwest,Silver,51,3036.92,259.42,2.1,Active,Store
5010,80,Southeast,Silver,73,6739.72,346.14,2.3,Inactive,Referral
5011,57,Northeast,Bronze,96,1493.49,53.92,4.1,Active,Online
5012,40,Southwest,Bronze,17,2221.99,437.68,4.5,Inactive,Online
5013,26,West,Silver,75,8790.93,29.87,1.1,Active,Store
5014,51,Southeast,Bronze,50,6743.21,430.27,3.4,Active,Social Media
5015,63,Northeast,Gold,22,4989.19,23.55,3.5,Inactive,Online
5016,31,Southwest,Silver,24,2108.93,85.23,3.9,Active,Online
5017,21,Southeast,Gold,59,3414.1,402.16,3.8,Inactive,Online
5018,47,Southeast,Gold,36,5743.3,431.48,4.5,Active,Social Media
5019,48,West,Bronze,67,1553.13,491.31,1.3,Active,Referral
5020,55,Northeast,Silver,76,4817.44,66.7,2.6,Active,Advertisement
5021,28,Midwest,Gold,17,4089.74,267.96,4.1,Inactive,Referral
5022,52,Southeast,Bronze,28,4766.87,47.81,4.4,Active,Social Media
5023,25,Southwest,Bronze,29,1055.61,86.64,2.1,Inactive,Advertisement
5024,20,West,Gold,91,1064.97,95.5,3.3,Active,Referral
5025,31,West,Bronze,6,9641.11,41.06,1.7,Active,Store
5026,77,Southeast,Gold,87,9793.68,447.56,4.4,Active,Store
5027,30,Southeast,Platinum,40,4261.65,71.91,3.9,Suspended,Online
5028,62,Southeast,Silver,73,7889.95,318.38,1.9,Inactive,Referral
5029,49,Midwest,Gold,36,6557.91,316.62,3.5,Active,Social Media
5030,51,Southeast,Bronze,26,1169.17,107.34,3.0,Inactive,Advertisement
5031,62,Northeast,Gold,20,2966.79,499.22,2.0,Inactive,Social Media
5032,78,Southwest,Gold,99,3136.51,180.21,4.6,Active,Advertisement
5033,36,Southeast,Bronze,42,5957.74,453.5,1.6,Active,Store
5034,76,Midwest,Silver,50,5799.77,474.66,2.9,Active,Online
5035,55,Southwest,Silver,92,9235.09,475.0,3.3,Active,Store
5036,33,West,Bronze,70,7900.36,378.89,4.3,Active,Referral
5037,19,Southeast,Platinum,12,8568.48,134.36,1.6,Inactive,Online
5038,57,Southwest,Silver,52,8912.29,69.12,3.4,Active,Social Media
5039,34,West,Silver,86,8012.77,289.24,1.0,Inactive,Store
5040,72,Midwest,Bronze,62,3328.81,186.42,4.3,Inactive,Social Media
5041,51,Northeast,Silver,56,2150.13,417.21,1.9,Inactive,Online
5042,59,Southeast,Gold,24,5717.67,375.05,3.9,Active,Advertisement
5043,77,Northeast,Silver,12,6895.68,145.47,3.4,Active,Online
5044,33,Midwest,Gold,36,3865.68,18.34,1.2,Inactive,Store
5045,55,Southwest,Gold,29,8483.39,126.28,1.7,Active,Online
5046,77,Southwest,Bronze,89,9605.67,287.89,2.1,Inactive,Referral
5047,19,Midwest,Silver,11,5693.96,48.71,4.5,Active,Online
5048,19,Midwest,Bronze,64,4565.92,332.55,2.9,Active,Referral
5049,43,Southeast,Bronze,17,8428.87,339.13,4.7,Inactive,Social Media
5050,30,West,Bronze,84,242.7,93.0,1.2,Active,Social Media
5051,73,Northeast,Platinum,61,1290.13,302.2,1.0,Inactive,Social Media
5052,64,Northeast,Platinum,23,8456.58,307.42,4.8,Active,Referral
5053,48,Southwest,Bronze,59,7320.29,244.21,3.9,Active,Store
5054,77,Southwest,Bronze,16,4161.37,477.09,4.1,Active,Online
5055,51,Southeast,Bronze,59,8888.52,63.0,4.7,Active,Store
5056,56,Midwest,Gold,8,3514.58,209.25,4.9,Active,Referral
5057,20,Northeast,Silver,51,6338.45,442.63,1.4,Inactive,Online
5058,25,Southeast,Silver,91,6343.34,199.29,1.6,Active,Store
5059,40,Southwest,Silver,14,1843.32,218.07,1.8,Active,Online
5060,31,Southwest,Gold,76,2848.52,337.45,4.3,Inactive,Store
5061,73,Northeast,Bronze,27,9160.07,336.13,2.4,Active,Online
5062,79,Southwest,Bronze,80,1834.15,21.22,3.4,Active,Store
5063,72,Southwest,Bronze,8,1735.75,233.29,4.4,Active,Referral
5064,44,West,Silver,55,4796.15,173.42,3.7,Active,Store
5065,71,Midwest,Platinum,84,921.97,317.57,1.3,Inactive,Online
5066,46,Southwest,Bronze,93,8946.26,282.29,2.8,Active,Referral
5067,56,West,Bronze,74,1001.49,328.92,1.3,Active,Online
5068,70,Southeast,Platinum,93,6165.57,330.35,2.9,Active,Social Media
5069,56,Southwest,Bronze,35,3397.82,134.89,1.9,Active,Online
5070,18,Southeast,Bronze,55,8042.73,130.77,1.0,Active,Referral
5071,34,Southwest,Gold,88,5898.11,191.44,4.3,Active,Referral
5072,58,Northeast,Gold,70,3883.06,128.56,4.9,Active,Online
5073,47,West,Silver,19,9838.73,344.58,4.9,Active,Referral
5074,70,West,Gold,54,662.31,305.4,2.2,Active,Referral
5075,30,Northeast,Gold,59,5777.86,116.03,4.3,Active,Online
5076,38,Midwest,Bronze,34,9895.68,443.21,3.7,Active,Store
5077,36,West,Silver,73,6909.53,235.72,4.2,Inactive,Online
5078,70,Southeast,Silver,98,7397.7,72.26,4.4,Active,Online
5079,36,West,Platinum,0,320.91,114.35,4.9,Inactive,Store
5080,74,Midwest,Platinum,77,213.63,274.53,1.6,Active,Store
5081,42,Southeast,Bronze,44,361.1,175.83,4.1,Inactive,Online
5082,39,Southeast,Silver,68,9917.24,427.1,3.9,Inactive,Store
5083,48,Northeast,Bronze,39,9795.2,252.42,2.2,Inactive,Referral
5084,34,Southwest,Bronze,37,3345.09,458.49,2.6,Active,Referral
5085,72,Northeast,Silver,97,2909.82,59.89,1.7,Suspended,Referral
5086,40,Southwest,Silver,23,1459.59,337.61,4.7,Active,Advertisement
5087,49,Northeast,Silver,3,3291.4,444.03,4.5,Active,Store
5088,79,Southwest,Silver,90,3701.5,153.54,3.5,Inactive,Online
5089,27,West,Gold,68,7482.83,76.49,3.0,Inactive,Online
5090,27,Southeast,Gold,12,8662.94,233.76,1.9,Inactive,Social Media
5091,53,Southwest,Gold,20,7467.35,481.05,4.2,Inactive,Referral
5092,25,West,Bronze,100,6464.75,320.4,1.0,Active,Online
5093,71,Midwest,Gold,31,7659.0,325.55,2.9,Inactive,Online
5094,69,Northeast,Platinum,37,7384.97,339.04,4.4,Active,Referral
5095,37,Midwest,Bronze,94,4757.5,29.48,3.5,Inactive,Referral
5096,49,West,Silver,31,3358.51,228.37,3.5,Active,Store
5097,67,Midwest,Platinum,78,2827.81,48.01,1.3,Active,Store
5098,31,Midwest,Silver,56,6793.55,164.77,2.1,Inactive,Social Media
5099,67,West,Silver,47,9593.04,412.58,3.7,Active,Referral
5100,45,Southeast,Bronze,29,5810.55,331.57,1.2,Active,Store
5101,63,Southwest,Silver,70,9125.27,497.83,2.3,Active,Social Media
5102,69,Northeast,Silver,37,142.29,94.36,2.4,Active,Online
5103,70,Southwest,Bronze,94,7944.71,204.56,3.0,Inactive,Store
5104,41,Northeast,Silver,43,8536.03,406.72,2.4,Active,Store
5105,32,Southwest,Bronze,25,6309.94,115.69,2.8,Suspended,Social Media
5106,39,Midwest,Gold,99,9340.61,85.32,3.2,Active,Online
5107,47,Southeast,Platinum,89,5899.13,219.53,1.5,Inactive,Referral
5108,80,Midwest,Silver,1,2405.37,198.03,1.7,Suspended,Online
5109,21,Southeast,Silver,42,2157.17,490.3,4.3,Active,Referral
5110,30,West,Silver,42,5558.36,233.56,2.8,Active,Advertisement
5111,76,Northeast,Bronze,62,9064.84,431.86,2.4,Active,Referral
5112,40,Northeast,Platinum,72,723.68,445.1,2.7,Inactive,Social Media
5113,25,West,Bronze,57,6043.91,87.36,1.7,Inactive,Social Media
5114,35,Southwest,Bronze,47,7698.03,360.5,2.0,Active,Referral
5115,29,West,Silver,4,1154.02,146.03,3.1,Active,Advertisement
5116,72,West,Silver,90,1167.7,56.42,2.4,Inactive,Social Media
5117,48,Southeast,Bronze,75,3661.28,438.61,2.9,Active,Referral
5118,31,West,Bronze,34,2738.81,153.29,1.6,Active,Referral
5119,51,Northeast,Gold,92,1983.14,179.23,1.6,Inactive,Online
5120,35,Midwest,Bronze,15,1986.94,168.75,2.5,Suspended,Referral
5121,73,Southeast,Bronze,82,1306.69,108.14,2.5,Active,Referral
5122,51,Southeast,Bronze,48,6108.54,222.91,4.5,Active,Store
5123,80,Southwest,Bronze,59,6881.26,219.86,1.1,Inactive,Online
5124,28,Midwest,Silver,50,7029.36,210.29,5.0,Active,Social Media
5125,58,Southeast,Silver,90,5323.54,458.99,4.8,Suspended,Referral
5126,29,West,Gold,81,9529.06,176.48,3.2,Inactive,Referral
5127,66,Southeast,Bronze,58,8805.33,24.89,3.9,Active,Online
5128,32,Southeast,Bronze,63,9576.31,97.43,4.7,Active,Advertisement
5129,74,Southeast,Bronze,12,3887.95,363.53,2.0,Active,Referral
5130,48,Southwest,Bronze,93,8777.83,299.52,2.3,Active,Social Media
5131,66,Southeast,Bronze,25,7628.75,476.35,1.4,Active,Online
5132,75,Southeast,Bronze,69,3399.73,350.27,3.3,Active,Online
5133,46,Southwest,Bronze,2,1065.93,105.18,1.6,Active,Store
5134,43,Midwest,Silver,86,6826.21,69.12,4.7,Active,Advertisement
5135,35,Northeast,Bronze,11,1364.52,265.17,2.7,Active,Store
5136,49,Southwest,Bronze,40,2937.76,335.98,4.7,Active,Store
5137,39,Southwest,Bronze,78,5003.65,91.16,1.8,Active,Referral
5138,55,Southeast,Bronze,64,6798.83,304.83,3.8,Inactive,Online
5139,34,Southeast,Silver,62,9262.28,433.86,3.6,Active,Referral
5140,40,Northeast,Bronze,49,5932.4,366.51,2.6,Inactive,Online
5141,41,Southeast,Bronze,46,6714.13,335.45,4.6,Active,Online
5142,67,West,Bronze,7,3100.14,396.77,2.7,Active,Referral
5143,25,Southeast,Bronze,30,6872.93,61.0,1.8,Active,Online
5144,58,Southeast,Gold,10,4377.9,109.88,4.9,Inactive,Social Media
5145,23,West,Platinum,16,8569.31,28.67,2.8,Inactive,Online
5146,22,Northeast,Bronze,26,3924.51,81.04,1.8,Inactive,Referral
5147,61,West,Silver,94,4682.72,457.46,2.5,Active,Referral
5148,74,Southwest,Bronze,26,4325.88,118.85,3.5,Active,Advertisement
5149,46,West,Bronze,77,8111.23,334.43,3.0,Active,Store
5150,45,Midwest,Bronze,86,9536.99,348.87,3.5,Suspended,Online
5151,28,Southwest,Gold,55,3272.76,326.21,3.6,Active,Referral
5152,74,Southeast,Bronze,68,4750.28,281.42,1.5,Suspended,Referral
5153,18,Southwest,Platinum,93,7059.26,248.2,2.3,Active,Online
5154,60,Northeast,Silver,97,8953.82,215.76,4.0,Inactive,Online
5155,36,Northeast,Bronze,46,4937.01,459.28,3.6,Inactive,Referral
5156,26,West,Gold,18,1088.94,14.66,1.4,Inactive,Online
5157,44,Southwest,Platinum,56,3686.71,36.21,2.3,Inactive,Online
5158,51,Southeast,Gold,30,5503.62,251.33,4.7,Active,Online
5159,61,Northeast,Gold,15,4175.25,171.95,4.4,Active,Referral
5160,21,Southeast,Bronze,44,1865.56,210.03,3.7,Inactive,Online
5161,53,Midwest,Bronze,26,369.89,498.95,1.3,Active,Online
5162,35,Northeast,Bronze,60,6874.09,389.82,3.4,Suspended,Store
5163,32,West,Silver,25,9927.37,439.93,1.0,Active,Store
5164,68,Midwest,Platinum,28,9192.07,190.6,3.6,Active,Online
5165,30,Southwest,Gold,43,6832.71,127.38,3.9,Active,Referral
5166,36,Southeast,Gold,28,8415.3,386.32,3.0,Inactive,Social Media
5167,66,Northeast,Bronze,94,2557.28,405.71,1.0,Active,Store
5168,23,Midwest,Silver,1,6224.34,279.45,3.7,Active,Online
5169,65,Midwest,Gold,5,606.04,449.01,4.3,Active,Referral
5170,73,Northeast,Silver,8,7071.84,483.99,3.3,Active,Store
5171,29,Southwest,Silver,14,9698.72,240.8,3.8,Active,Online
5172,68,Southwest,Gold,83,8607.97,119.11,1.4,Active,Online
5173,54,West,Silver,57,5344.41,263.39,3.9,Active,Store
5174,34,Southwest,Platinum,1,7887.4,494.87,3.5,Active,Online
5175,75,West,Silver,2,9438.99,153.53,2.3,Active,Referral
5176,40,Midwest,Bronze,51,2160.18,312.62,3.7,Suspended,Referral
5177,43,Northeast,Silver,54,7932.59,350.05,3.6,Inactive,Social Media
5178,46,Southwest,Bronze,52,2698.47,114.83,3.4,Active,Referral
5179,50,West,Silver,93,8769.47,298.34,1.7,Active,Social Media
5180,77,Midwest,Bronze,71,983.55,164.11,2.2,Active,Online
5181,44,Southwest,Platinum,39,1782.18,428.56,5.0,Active,Social Media
5182,42,Southeast,Gold,84,7206.16,360.23,2.7,Suspended,Referral
5183,73,Midwest,Bronze,38,1747.78,414.87,1.2,Inactive,Social Media
5184,72,Southwest,Bronze,42,1580.54,107.84,4.6,Active,Referral
5185,27,Midwest,Silver,12,5554.67,26.94,1.7,Active,Referral
5186,64,Northeast,Gold,36,8349.87,426.76,2.6,Suspended,Social Media
5187,40,Northeast,Bronze,54,2684.67,199.51,2.1,Active,Social Media
5188,38,Northeast,Bronze,31,8411.38,98.06,4.9,Active,Referral
5189,38,Southeast,Silver,13,8079.53,55.03,2.5,Active,Social Media
5190,60,Northeast,Silver,64,5791.05,263.09,3.8,Inactive,Store
5191,30,Southeast,Bronze,26,6465.63,83.56,3.4,Active,Referral
5192,54,Northeast,Gold,23,404.41,287.68,1.2,Active,Advertisement
5193,50,Midwest,Platinum,21,3671.36,366.38,2.5,Active,Online
5194,41,Southwest,Bronze,77,2633.95,272.18,2.6,Active,Referral
5195,61,Southwest,Silver,44,1500.04,452.81,5.0,Active,Referral
5196,28,Northeast,Bronze,7,3896.59,86.23,4.2,Active,Advertisement
5197,34,Southwest,Bronze,90,3549.04,252.04,4.4,Active,Online
5198,21,Northeast,Bronze,66,7288.92,89.96,2.3,Active,Store
5199,64,Northeast,Silver,63,5980.96,439.19,2.3,Active,Store
5200,42,West,Gold,96,9131.0,466.8,3.1,Suspended,Online
5201,47,West,Silver,46,1454.08,206.0,3.5,Active,Online
5202,26,West,Bronze,20,597.49,159.82,3.9,Inactive,Online
5203,38,Southeast,Bronze,31,5346.08,146.86,4.3,Active,Online
5204,37,West,Silver,44,10.27,431.27,4.5,Active,Social Media
5205,36,Northeast,Bronze,43,7877.19,344.4,1.1,Active,Advertisement
5206,36,Midwest,Bronze,40,5059.73,441.49,4.2,Active,Advertisement
5207,29,West,Silver,95,4880.66,67.58,3.4,Active,Referral
5208,54,West,Platinum,51,3624.96,243.25,3.1,Active,Store
5209,59,Midwest,Bronze,87,3749.74,341.33,3.5,Active,Social Media
5210,34,Northeast,Silver,10,4311.34,449.57,4.5,Inactive,Social Media
5211,54,Southeast,Bronze,100,160.32,197.19,3.2,Suspended,Online
5212,71,West,Silver,84,835.46,163.41,1.6,Active,Online
5213,65,Midwest,Silver,17,5050.48,457.35,2.7,Active,Advertisement
5214,56,Northeast,Gold,10,1501.22,33.29,4.7,Active,Store
5215,45,Southwest,Silver,26,7787.63,245.0,4.3,Inactive,Social Media
5216,58,Southeast,Bronze,42,2744.85,234.73,1.8,Suspended,Referral
5217,52,Midwest,Bronze,64,979.0,81.57,3.9,Active,Referral
5218,64,Midwest,Bronze,53,2352.1,203.53,2.0,Inactive,Store
5219,65,Midwest,Silver,28,3570.98,364.07,2.4,Inactive,Referral
5220,35,West,Gold,20,353.17,189.77,2.9,Inactive,Referral
5221,31,Southwest,Silver,28,1416.76,161.73,2.8,Inactive,Referral
5222,52,Southeast,Gold,8,3238.47,393.13,1.1,Active,Online
5223,61,Northeast,Bronze,60,3104.8,494.47,4.1,Inactive,Referral
5224,58,Northeast,Silver,61,8003.87,391.88,4.4,Active,Referral
5225,77,Southwest,Bronze,70,8432.55,424.71,3.1,Inactive,Store
5226,24,Midwest,Bronze,94,1934.19,470.36,1.7,Active,Online
5227,58,Midwest,Silver,90,1239.4,402.87,2.0,Inactive,Advertisement
5228,30,Midwest,Gold,95,6341.62,490.37,1.5,Inactive,Store
5229,35,Midwest,Bronze,4,8046.24,376.17,1.7,Active,Online
5230,54,Midwest,Silver,96,9637.23,334.15,4.5,Active,Online
5231,30,Southwest,Gold,14,67.96,349.74,2.9,Inactive,Store
5232,53,West,Bronze,56,4136.78,451.04,1.4,Inactive,Referral
5233,48,Southeast,Gold,4,7339.88,344.67,2.0,Active,Referral
5234,19,Midwest,Bronze,19,8285.59,382.99,4.8,Suspended,Social Media
5235,33,West,Bronze,100,622.86,115.84,3.0,Active,Referral
5236,26,Northeast,Bronze,80,6806.15,457.2,3.1,Inactive,Store
5237,26,Southwest,Bronze,3,2889.39,229.13,3.1,Active,Referral
5238,55,West,Gold,55,745.97,88.92,1.4,Active,Online
5239,28,Midwest,Gold,84,4891.03,401.9,4.9,Active,Referral
5240,71,Midwest,Bronze,33,1581.53,184.63,1.3,Inactive,Advertisement
5241,73,Midwest,Bronze,39,7370.08,100.22,3.8,Active,Referral
5242,39,West,Bronze,68,7412.62,135.56,1.2,Inactive,Social Media
5243,50,Midwest,Silver,67,8420.68,27.13,2.8,Active,Social Media
5244,53,West,Bronze,21,3775.69,54.41,4.6,Active,Online
5245,62,Midwest,Silver,13,133.1,300.39,4.1,Inactive,Store
5246,40,Northeast,Gold,67,2597.36,434.45,2.3,Active,Store
5247,62,Northeast,Silver,7,4678.12,229.78,3.2,Active,Referral
5248,62,Southeast,Platinum,66,6940.11,316.77,1.7,Active,Store
5249,51,Midwest,Bronze,45,3820.41,406.77,4.8,Active,Online
5250,26,Midwest,Platinum,28,5360.48,184.82,3.8,Active,Referral
5251,41,West,Bronze,89,5242.64,330.61,2.5,Active,Store
5252,25,West,Bronze,93,1649.82,181.71,2.3,Active,Store
5253,24,Midwest,Gold,11,6230.5,324.93,2.0,Inactive,Online
5254,53,Southeast,Gold,78,4392.52,116.63,4.1,Active,Advertisement
5255,35,Midwest,Gold,51,8079.19,489.14,2.7,Active,Advertisement
5256,20,West,Bronze,57,6906.11,47.33,2.3,Active,Online
5257,45,Midwest,Platinum,1,1114.69,257.56,4.6,Active,Social Media
5258,23,West,Bronze,0,4887.58,150.29,1.6,Active,Online
5259,61,Midwest,Bronze,54,7024.94,304.41,2.1,Active,Store
5260,61,Southwest,Bronze,91,870.12,219.87,2.4,Active,Social Media
5261,38,West,Gold,98,7924.97,160.27,2.0,Active,Referral
5262,45,Southeast,Silver,33,2220.05,132.52,3.3,Active,Store
5263,57,Southwest,Silver,63,5030.85,99.42,3.4,Active,Referral
5264,71,Midwest,Bronze,67,9405.61,393.61,1.2,Active,Social Media
5265,71,West,Bronze,81,5713.34,118.88,1.6,Inactive,Referral
5266,18,Southwest,Bronze,11,4240.54,389.03,1.8,Active,Store
5267,53,Southeast,Silver,49,67.95,247.67,1.3,Active,Social Media
5268,38,West,Silver,20,1334.14,45.39,1.5,Active,Store
5269,77,Southwest,Silver,9,5786.64,91.07,2.0,Active,Referral
5270,60,Southwest,Platinum,84,4938.25,447.52,2.4,Inactive,Referral
5271,52,Southwest,Bronze,88,3638.29,305.38,4.2,Active,Online
5272,30,Northeast,Bronze,80,9232.16,100.32,1.9,Active,Online
5273,74,Midwest,Silver,69,3324.83,354.84,3.7,Active,Advertisement
5274,66,West,Silver,13,5371.51,413.4,1.2,Active,Online
5275,71,West,Silver,100,5687.13,172.02,3.6,Active,Online
5276,71,West,Platinum,39,5274.68,282.73,4.2,Active,Store
5277,27,Southwest,Silver,81,4775.85,153.79,3.4,Active,Social Media
5278,70,Midwest,Bronze,29,3370.64,49.23,1.8,Active,Social Media
5279,61,Southeast,Bronze,72,9087.64,205.76,2.3,Active,Social Media
5280,64,West,Gold,13,4508.03,378.2,4.2,Inactive,Advertisement
5281,70,Midwest,Gold,51,5284.49,234.75,2.7,Active,Online
5282,27,Midwest,Bronze,16,6564.78,208.58,2.0,Active,Referral
5283,63,Northeast,Bronze,61,676.56,189.34,4.7,Inactive,Advertisement
5284,30,West,Silver,97,7812.88,234.87,3.5,Inactive,Referral
5285,54,Southwest,Silver,21,5125.07,165.93,4.2,Inactive,Social Media
5286,55,Midwest,Bronze,52,6571.77,309.97,1.1,Active,Online
5287,41,Midwest,Silver,31,7720.12,41.15,2.4,Active,Referral
5288,19,Southeast,Bronze,75,8740.99,405.62,2.8,Active,Advertisement
5289,39,Northeast,Platinum,54,3922.2,94.85,3.3,Inactive,Online
5290,34,Midwest,Bronze,79,8114.3,320.39,1.8,Active,Advertisement
5291,53,Midwest,Gold,21,2588.37,230.44,3.0,Active,Online
5292,31,Southwest,Silver,37,6603.36,389.01,3.7,Inactive,Online
5293,27,Southwest,Bronze,49,1027.07,414.81,2.4,Inactive,Referral
5294,52,Southeast,Silver,65,200.3,110.06,3.8,Active,Online
5295,42,Southeast,Bronze,44,957.63,341.82,2.6,Active,Online
5296,20,Southeast,Silver,7,3193.82,103.05,2.9,Active,Online
5297,64,Southwest,Silver,64,310.95,70.76,1.5,Active,Referral
5298,55,Southwest,Bronze,39,6304.91,465.85,3.6,Inactive,Referral
5299,34,Northeast,Bronze,4,3165.45,90.55,1.9,Active,Advertisement
5300,29,West,Gold,44,7363.76,121.78,4.3,Active,Social Media
5301,71,West,Bronze,45,459.15,73.86,3.2,Inactive,Store
5302,69,Northeast,Silver,35,2167.02,240.44,3.2,Active,Store
5303,41,West,Bronze,16,4080.03,460.61,4.6,Active,Online
5304,46,Southwest,Platinum,40,3826.52,139.39,1.7,Active,Store
5305,60,West,Silver,29,1309.99,275.51,3.1,Inactive,Online
5306,42,Southwest,Silver,51,9941.37,211.61,2.5,Active,Referral
5307,53,Northeast,Bronze,78,2844.4,174.64,4.9,Suspended,Referral
5308,75,Southeast,Bronze,19,7210.32,290.35,4.2,Active,Store
5309,77,Northeast,Bronze,35,2200.27,283.86,4.0,Inactive,Social Media
5310,43,West,Bronze,65,8778.51,186.09,1.8,Active,Referral
5311,55,Southwest,Silver,44,3877.58,426.78,1.9,Active,Online
5312,18,West,Silver,3,9009.02,36.05,1.1,Active,Online
5313,37,West,Bronze,49,3418.35,51.77,3.6,Suspended,Social Media
5314,72,Southeast,Silver,87,86.44,495.48,2.5,Active,Referral
5315,45,West,Bronze,54,5170.2,376.36,2.2,Active,Online
5316,33,Southeast,Bronze,58,5247.88,403.93,3.5,Inactive,Online
5317,64,Southwest,Gold,41,1198.34,305.32,4.3,Active,Referral
5318,34,Southwest,Silver,1,2349.64,215.73,1.5,Inactive,Online
5319,57,Southeast,Silver,45,7834.96,318.32,4.7,Active,Referral
5320,45,Northeast,Bronze,1,367.56,55.37,1.1,Active,Referral
5321,75,Southwest,Bronze,49,4895.27,381.31,1.4,Inactive,Online
5322,29,Northeast,Bronze,0,5304.08,274.96,4.4,Active,Online
5323,44,Southwest,Gold,12,6887.12,478.8,3.0,Inactive,Online
5324,71,Southwest,Silver,69,374.56,322.36,4.8,Active,Store
5325,70,Midwest,Bronze,21,5856.46,84.33,2.8,Active,Online
5326,59,West,Gold,16,30.98,244.0,4.7,Active,Social Media
5327,76,West,Silver,58,2651.78,38.33,2.0,Active,Store
5328,64,Northeast,Gold,85,4996.84,375.26,3.5,Active,Store
5329,47,West,Bronze,69,9112.81,255.9,5.0,Active,Referral
5330,58,Northeast,Bronze,2,1265.9,191.13,2.5,Active,Online
5331,51,Southwest,Bronze,69,1692.89,484.59,1.0,Inactive,Advertisement
5332,54,Midwest,Bronze,80,6692.5,470.89,1.3,Active,Advertisement
5333,23,Midwest,Gold,98,3748.62,476.89,4.4,Inactive,Referral
5334,24,Southwest,Gold,48,6234.21,118.28,3.0,Suspended,Social Media
5335,49,Southeast,Silver,49,9974.54,367.0,3.1,Inactive,Online
5336,49,Southeast,Gold,100,9868.72,473.24,4.2,Active,Social Media
5337,70,West,Bronze,34,3537.14,289.73,4.2,Inactive,Online
5338,42,Northeast,Platinum,22,5039.25,114.94,2.9,Active,Online
5339,50,Midwest,Platinum,71,9046.9,410.73,4.4,Active,Referral
5340,72,West,Silver,6,921.68,441.16,2.9,Suspended,Referral
5341,75,Southwest,Bronze,49,4523.04,354.59,3.7,Active,Online
5342,24,Midwest,Gold,9,3775.77,153.84,1.1,Active,Store
5343,69,Northeast,Bronze,89,2948.83,103.44,1.6,Active,Online
5344,74,Northeast,Gold,54,9942.04,315.89,4.4,Active,Referral
5345,79,Southeast,Bronze,73,7335.49,246.57,2.3,Active,Online
5346,29,West,Silver,18,3887.47,337.7,2.3,Inactive,Social Media
5347,33,Southwest,Silver,22,8290.22,64.73,3.7,Active,Referral
5348,33,Midwest,Bronze,94,4896.66,76.6,3.4,Active,Social Media
5349,60,Northeast,Bronze,63,8728.24,187.82,1.3,Active,Referral
5350,70,Midwest,Bronze,32,2663.8,136.79,4.1,Active,Online
5351,53,Southwest,Silver,65,2236.0,313.48,3.5,Active,Store
5352,30,Midwest,Gold,91,2472.87,190.09,4.4,Active,Store
5353,24,West,Bronze,95,5384.81,345.15,3.1,Active,Store
5354,53,Southeast,Gold,96,2913.13,386.71,2.7,Active,Referral
5355,64,Midwest,Bronze,8,1471.2,101.71,2.5,Active,Referral
5356,68,Southeast,Silver,28,9946.28,460.71,1.0,Active,Online
5357,26,Southwest,Platinum,78,9004.33,395.71,1.2,Inactive,Advertisement
5358,49,Southeast,Bronze,17,6350.12,317.12,1.5,Active,Store
5359,28,Midwest,Platinum,81,8915.43,455.38,4.7,Active,Social Media
5360,25,Midwest,Silver,70,9354.63,140.28,4.5,Inactive,Online
5361,50,Northeast,Bronze,77,6761.08,216.64,3.0,Active,Store
5362,40,Midwest,Gold,28,5186.8,52.04,1.7,Inactive,Social Media
5363,42,Southeast,Bronze,82,8820.02,233.53,1.6,Active,Referral
5364,73,Northeast,Bronze,60,5677.97,258.14,2.0,Active,Online
5365,25,Midwest,Silver,4,1268.01,311.87,4.6,Active,Store
5366,62,Midwest,Gold,68,3668.56,41.38,3.1,Active,Store
5367,39,Southwest,Gold,55,4459.21,25.91,4.2,Active,Store
5368,76,Northeast,Bronze,51,9353.69,215.75,3.0,Active,Online
5369,21,Southwest,Platinum,14,6591.85,102.68,3.4,Active,Online
5370,57,Southwest,Gold,89,8752.78,381.81,3.4,Active,Store
5371,20,Southwest,Platinum,87,7575.92,337.68,1.1,Active,Store
5372,46,West,Bronze,82,3098.61,169.66,2.8,Inactive,Store
5373,58,Southwest,Silver,19,7187.09,32.43,4.5,Inactive,Social Media
5374,46,Southeast,Gold,72,1953.0,99.4,3.0,Active,Social Media
5375,51,Midwest,Bronze,91,4081.46,348.92,2.7,Active,Online
5376,51,West,Platinum,15,8060.92,495.18,3.1,Inactive,Online
5377,45,Southwest,Bronze,74,6119.29,169.97,2.5,Inactive,Online
